path,problem_id,stage,detail,success,error,finish_reason,prompt_tokens,completion_tokens,total_tokens,latency_s,output_chars,thinking_budget_applied,thinking_budget_action,thinking_budget_fallback_finalized,parsed_output_score,candidate,round,verifier,meta
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_meta_r3_v0_m0.txt,2,proof_meta_verify,candidate=20 round=3 verifier=0 meta=0,True,,stop,7130,9162,16292,39.313204526901245,38811,False,finalize,False,0.5,20,3,0,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_meta_r3_v1_m0.txt,2,proof_meta_verify,candidate=20 round=3 verifier=1 meta=0,True,,stop,7083,15526,22609,198.5809850692749,59487,False,finalize,False,0.5,20,3,1,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_meta_r3_v2_m0.txt,2,proof_meta_verify,candidate=20 round=3 verifier=2 meta=0,True,,stop,7051,12582,19633,175.07976031303406,52148,False,finalize,False,0.0,20,3,2,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_meta_r3_v3_m0.txt,2,proof_meta_verify,candidate=20 round=3 verifier=3 meta=0,True,,stop,7151,6720,13871,36.03238654136658,30966,False,finalize,False,1.0,20,3,3,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_meta_r4_v0_m0.txt,2,proof_meta_verify,candidate=20 round=4 verifier=0 meta=0,True,,stop,3166,13845,17011,64.73955607414246,57366,False,finalize,False,1.0,20,4,0,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_meta_r4_v1_m0.txt,2,proof_meta_verify,candidate=20 round=4 verifier=1 meta=0,True,,stop,3130,11863,14993,50.502925395965576,51383,False,finalize,False,1.0,20,4,1,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_meta_r4_v2_m0.txt,2,proof_meta_verify,candidate=20 round=4 verifier=2 meta=0,True,,stop,3412,19971,23383,261.1530935764313,80170,False,finalize,False,1.0,20,4,2,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_meta_r4_v3_m0.txt,2,proof_meta_verify,candidate=20 round=4 verifier=3 meta=0,True,,stop,3168,9627,12795,139.2868196964264,39412,False,finalize,False,1.0,20,4,3,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_proof_finalize_r0.txt,2,proof_finalize,candidate=20 round=0 budget_fallback=1,True,,stop,122509,245,122754,13.211856603622437,1068,False,finalize,False,,20,0,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_proof_finalize_r1.txt,2,proof_finalize,candidate=20 round=1 budget_fallback=1,True,,stop,123122,229,123351,13.411624908447266,1004,False,finalize,False,,20,1,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_proof_gen_r0.txt,2,proof_generation,candidate=20 round=0 mode=opd_xml prompt_family=opd,True,,thinking_budget_reached,471,122013,122484,1410.745962381363,334094,True,stop,False,,20,0,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_proof_gen_r1.txt,2,proof_generation,candidate=20 round=1 mode=opd_xml prompt_family=opd,True,,thinking_budget_reached,1048,122049,123097,890.6025354862213,273205,True,stop,False,,20,1,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_proof_gen_r2.txt,2,proof_generation,candidate=20 round=2 mode=opd_xml prompt_family=opd,True,,stop,1048,94790,95838,875.3179514408112,269983,False,stop,False,1.0,20,2,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_proof_refine_r1.txt,2,proof_refine,candidate=20 round=1 restart=0,True,,stop,2822,87346,90168,1000.3765442371368,230612,False,finalize,False,1.0,20,1,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_proof_refine_r2.txt,2,proof_refine,candidate=20 round=2 restart=0,True,,stop,3182,72053,75235,342.7047278881073,180927,False,finalize,False,1.0,20,2,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_proof_refine_r3.txt,2,proof_refine,candidate=20 round=3 restart=0,True,,stop,3982,89146,93128,693.6265048980713,228125,False,finalize,False,1.0,20,3,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_proof_refine_r4.txt,2,proof_refine,candidate=20 round=4 restart=0,True,,stop,6365,82748,89113,526.5903024673462,237918,False,finalize,False,1.0,20,4,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r0_v0.txt,2,proof_verify,candidate=20 round=0 verifier=0 prompt_family=opd,True,,stop,2218,11350,13568,38.754915714263916,30215,False,finalize,False,0.0,20,0,0,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r0_v1.txt,2,proof_verify,candidate=20 round=0 verifier=1 prompt_family=opd,True,,stop,2218,16185,18403,80.58619904518127,45767,False,finalize,False,0.0,20,0,1,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r0_v2.txt,2,proof_verify,candidate=20 round=0 verifier=2 prompt_family=opd,True,,stop,2218,22404,24622,291.4143841266632,59761,False,finalize,False,0.0,20,0,2,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r0_v3.txt,2,proof_verify,candidate=20 round=0 verifier=3 prompt_family=opd,True,,stop,2218,12546,14764,56.373008012771606,38243,False,finalize,False,0.0,20,0,3,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r1_v0.txt,2,proof_verify,candidate=20 round=1 verifier=0 prompt_family=opd,True,,stop,2634,15575,18209,59.34176254272461,37493,False,finalize,False,0.0,20,1,0,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r1_v1.txt,2,proof_verify,candidate=20 round=1 verifier=1 prompt_family=opd,True,,stop,2634,6164,8798,28.302706003189087,21667,False,finalize,False,0.0,20,1,1,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r1_v2.txt,2,proof_verify,candidate=20 round=1 verifier=2 prompt_family=opd,True,,stop,2634,3720,6354,16.319656372070312,12088,False,finalize,False,0.0,20,1,2,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r1_v3.txt,2,proof_verify,candidate=20 round=1 verifier=3 prompt_family=opd,True,,stop,2634,5817,8451,23.68122625350952,16546,False,finalize,False,0.0,20,1,3,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r2_v0.txt,2,proof_verify,candidate=20 round=2 verifier=0 prompt_family=opd,True,,stop,3520,11192,14712,40.86621308326721,33554,False,finalize,False,0.0,20,2,0,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r2_v1.txt,2,proof_verify,candidate=20 round=2 verifier=1 prompt_family=opd,True,,stop,3520,4021,7541,53.20542001724243,12391,False,finalize,False,0.0,20,2,1,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r2_v2.txt,2,proof_verify,candidate=20 round=2 verifier=2 prompt_family=opd,True,,stop,3520,3442,6962,43.56136226654053,12552,False,finalize,False,0.0,20,2,2,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r2_v3.txt,2,proof_verify,candidate=20 round=2 verifier=3 prompt_family=opd,True,,stop,3520,4626,8146,59.157156229019165,15573,False,finalize,False,0.0,20,2,3,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r3_v0.txt,2,proof_verify,candidate=20 round=3 verifier=0 prompt_family=opd,True,,stop,6013,9864,15877,122.08325457572937,28812,False,finalize,False,0.0,20,3,0,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r3_v1.txt,2,proof_verify,candidate=20 round=3 verifier=1 prompt_family=opd,True,,stop,6013,19910,25923,188.6623044013977,54211,False,finalize,False,0.5,20,3,1,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r3_v2.txt,2,proof_verify,candidate=20 round=3 verifier=2 prompt_family=opd,True,,stop,6013,9676,15689,116.60535907745361,24783,False,finalize,False,0.0,20,3,2,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r3_v3.txt,2,proof_verify,candidate=20 round=3 verifier=3 prompt_family=opd,True,,stop,6013,13089,19102,55.44516086578369,36587,False,finalize,False,0.0,20,3,3,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r4_v0.txt,2,proof_verify,candidate=20 round=4 verifier=0 prompt_family=opd,True,,stop,2158,9097,11255,36.07302737236023,29124,False,finalize,False,0.0,20,4,0,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r4_v1.txt,2,proof_verify,candidate=20 round=4 verifier=1 prompt_family=opd,True,,stop,2158,2727,4885,12.79005765914917,8525,False,finalize,False,0.0,20,4,1,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r4_v2.txt,2,proof_verify,candidate=20 round=4 verifier=2 prompt_family=opd,True,,stop,2158,6492,8650,78.13301873207092,20066,False,finalize,False,0.0,20,4,2,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_20_verify_r4_v3.txt,2,proof_verify,candidate=20 round=4 verifier=3 prompt_family=opd,True,,stop,2158,5078,7236,69.01341891288757,17688,False,finalize,False,0.0,20,4,3,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_22_meta_r0_v0_m0.txt,2,proof_meta_verify,candidate=22 round=0 verifier=0 meta=0,True,,stop,2172,4255,6427,53.23867106437683,20023,False,finalize,False,0.5,22,0,0,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_22_meta_r0_v1_m0.txt,2,proof_meta_verify,candidate=22 round=0 verifier=1 meta=0,True,,stop,2235,8742,10977,113.97582912445068,37659,False,finalize,False,1.0,22,0,1,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_22_meta_r0_v2_m0.txt,2,proof_meta_verify,candidate=22 round=0 verifier=2 meta=0,True,,stop,2146,5565,7711,26.040019273757935,27527,False,finalize,False,1.0,22,0,2,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_22_meta_r0_v3_m0.txt,2,proof_meta_verify,candidate=22 round=0 verifier=3 meta=0,True,,stop,2233,11304,13537,140.03944516181946,50917,False,finalize,False,0.5,22,0,3,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_22_proof_finalize_r0.txt,2,proof_finalize,candidate=22 round=0 budget_fallback=1,True,,stop,122500,62,122562,11.112441539764404,391,False,finalize,False,,22,0,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_22_proof_gen_r0.txt,2,proof_generation,candidate=22 round=0 mode=opd_xml prompt_family=opd,True,,thinking_budget_reached,471,122004,122475,1400.9496743679047,329129,True,stop,False,,22,0,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_22_proof_gen_r1.txt,2,proof_generation,candidate=22 round=1 mode=opd_xml prompt_family=opd,True,,stop,873,116342,117215,1287.423852443695,287532,False,stop,False,0.5,22,1,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_22_proof_refine_r1.txt,2,proof_refine,candidate=22 round=1 restart=0,True,,length,1781,126000,127781,1001.5390706062317,386380,False,finalize,False,,22,1,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_22_verify_r0_v0.txt,2,proof_verify,candidate=22 round=0 verifier=0 prompt_family=opd,True,,stop,1149,604,1753,7.657917499542236,2960,False,finalize,False,0.0,22,0,0,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_22_verify_r0_v1.txt,2,proof_verify,candidate=22 round=0 verifier=1 prompt_family=opd,True,,stop,1149,6495,7644,33.42753314971924,23088,False,finalize,False,0.0,22,0,1,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_22_verify_r0_v2.txt,2,proof_verify,candidate=22 round=0 verifier=2 prompt_family=opd,True,,stop,1149,7460,8609,35.503173828125,23728,False,finalize,False,0.0,22,0,2,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_22_verify_r0_v3.txt,2,proof_verify,candidate=22 round=0 verifier=3 prompt_family=opd,True,,stop,1149,4122,5271,21.316967487335205,13898,False,finalize,False,0.0,22,0,3,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_24_meta_r0_v0_m0.txt,2,proof_meta_verify,candidate=24 round=0 verifier=0 meta=0,True,,stop,5614,9540,15154,44.6194953918457,41348,False,finalize,False,1.0,24,0,0,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_24_meta_r0_v1_m0.txt,2,proof_meta_verify,candidate=24 round=0 verifier=1 meta=0,True,,stop,5556,8607,14163,45.01225566864014,40469,False,finalize,False,1.0,24,0,1,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_24_meta_r0_v2_m0.txt,2,proof_meta_verify,candidate=24 round=0 verifier=2 meta=0,True,,stop,5568,6067,11635,31.99420666694641,28573,False,finalize,False,1.0,24,0,2,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_24_meta_r0_v3_m0.txt,2,proof_meta_verify,candidate=24 round=0 verifier=3 meta=0,True,,stop,5569,4510,10079,21.733649492263794,22805,False,finalize,False,1.0,24,0,3,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_24_proof_gen_r0.txt,2,proof_generation,candidate=24 round=0 mode=opd_xml prompt_family=opd,True,,stop,471,109509,109980,1030.0278611183167,289037,False,stop,False,0.5,24,0,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_24_proof_refine_r1.txt,2,proof_refine,candidate=24 round=1 restart=0,True,,length,5186,126000,131186,1394.9400043487549,340035,False,finalize,False,,24,1,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_24_verify_r0_v0.txt,2,proof_verify,candidate=24 round=0 verifier=0 prompt_family=opd,True,,stop,4666,3163,7829,38.77953910827637,12273,False,finalize,False,0.0,24,0,0,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_24_verify_r0_v1.txt,2,proof_verify,candidate=24 round=0 verifier=1 prompt_family=opd,True,,stop,4666,2666,7332,11.079427242279053,9220,False,finalize,False,0.0,24,0,1,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_24_verify_r0_v2.txt,2,proof_verify,candidate=24 round=0 verifier=2 prompt_family=opd,True,,stop,4666,2281,6947,35.07915711402893,8391,False,finalize,False,0.0,24,0,2,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_24_verify_r0_v3.txt,2,proof_verify,candidate=24 round=0 verifier=3 prompt_family=opd,True,,stop,4666,1539,6205,9.668205261230469,7319,False,finalize,False,0.0,24,0,3,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_meta_r0_v0_m0.txt,2,proof_meta_verify,candidate=26 round=0 verifier=0 meta=0,True,,stop,3675,17843,21518,76.36678433418274,75757,False,finalize,False,0.5,26,0,0,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_meta_r0_v1_m0.txt,2,proof_meta_verify,candidate=26 round=0 verifier=1 meta=0,True,,stop,3694,12584,16278,95.36093258857727,52688,False,finalize,False,0.5,26,0,1,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_meta_r0_v2_m0.txt,2,proof_meta_verify,candidate=26 round=0 verifier=2 meta=0,True,,stop,3668,10102,13770,53.15659713745117,43469,False,finalize,False,1.0,26,0,2,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_meta_r0_v3_m0.txt,2,proof_meta_verify,candidate=26 round=0 verifier=3 meta=0,True,,stop,3746,16891,20637,231.93955326080322,61938,False,finalize,False,1.0,26,0,3,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_meta_r1_v0_m0.txt,2,proof_meta_verify,candidate=26 round=1 verifier=0 meta=0,True,,stop,3722,12974,16696,60.37119245529175,48440,False,finalize,False,1.0,26,1,0,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_meta_r1_v1_m0.txt,2,proof_meta_verify,candidate=26 round=1 verifier=1 meta=0,True,,stop,3688,12393,16081,54.904123306274414,47319,False,finalize,False,1.0,26,1,1,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_meta_r1_v2_m0.txt,2,proof_meta_verify,candidate=26 round=1 verifier=2 meta=0,True,,stop,3638,17766,21404,63.28202223777771,57777,False,finalize,False,1.0,26,1,2,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_meta_r1_v3_m0.txt,2,proof_meta_verify,candidate=26 round=1 verifier=3 meta=0,True,,stop,3697,14057,17754,61.82222032546997,53172,False,finalize,False,1.0,26,1,3,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_meta_r2_v0_m0.txt,2,proof_meta_verify,candidate=26 round=2 verifier=0 meta=0,True,,stop,4423,13071,17494,60.25431203842163,59974,False,finalize,False,1.0,26,2,0,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_meta_r2_v1_m0.txt,2,proof_meta_verify,candidate=26 round=2 verifier=1 meta=0,True,,stop,4391,15920,20311,50.12526226043701,44833,False,finalize,False,1.0,26,2,1,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_meta_r2_v2_m0.txt,2,proof_meta_verify,candidate=26 round=2 verifier=2 meta=0,True,,stop,4458,20101,24559,233.87300658226013,61446,False,finalize,False,1.0,26,2,2,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_meta_r2_v3_m0.txt,2,proof_meta_verify,candidate=26 round=2 verifier=3 meta=0,True,,stop,4392,26174,30566,331.04458022117615,83818,False,finalize,False,0.5,26,2,3,0
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_proof_finalize_r0.txt,2,proof_finalize,candidate=26 round=0 budget_fallback=1,True,,stop,122565,523,123088,16.506936073303223,1596,False,finalize,False,,26,0,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_proof_gen_r0.txt,2,proof_generation,candidate=26 round=0 mode=opd_xml prompt_family=opd,True,,thinking_budget_reached,471,122069,122540,1390.9423441886902,305047,True,stop,False,,26,0,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_proof_gen_r1.txt,2,proof_generation,candidate=26 round=1 mode=opd_xml prompt_family=opd,True,,stop,1327,90062,91389,945.1186740398407,232140,False,stop,False,1.0,26,1,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_proof_refine_r1.txt,2,proof_refine,candidate=26 round=1 restart=0,True,,stop,3312,33549,36861,469.4417953491211,72862,False,finalize,False,1.0,26,1,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_proof_refine_r2.txt,2,proof_refine,candidate=26 round=2 restart=0,True,,stop,3126,55325,58451,234.08446526527405,120754,False,finalize,False,1.0,26,2,,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_verify_r0_v0.txt,2,proof_verify,candidate=26 round=0 verifier=0 prompt_family=opd,True,,stop,2633,17711,20344,64.63530802726746,44370,False,finalize,False,0.0,26,0,0,
/tmp/aimo-proof-pilot-inference-distributed/runs/imo2025-full-p36-r4-p2-sft750-handoff-priority-2node-20260718T184959Z/logs/rank_0000/llm_calls/2/cand_26_verify_r0_v1.txt,2,proof_verify,candidate=26 round=0 verifier=1 prompt_family=opd,True,,stop,2633,7875,10508,95.76729965209961,22564,False,finalize,False,0.0,26,0,1,
