problem_id,rank,attempt_idx,prompt_family,generation_mode,proof_chars,selector_truncated,self_score,final_score,final_status,strict_pass,all_verifiers_passed,meta_valid_count,meta_checked_count,selected_round,selected_round_score,round_count,round_scores,initial_round_score,last_round_score,max_round_score,refinement_gain,refinement_last_delta,refine_outputs,refine_attempt_outputs,rollback_from_round,budget_restarts,handoffs,refine_budget_restarts,success,selected,internal_rank,internal_tie_count,external_grade
5,0,28,opd,opd_xml,6250,False,1.0,0.625,weighted_score_pass,False,False,4,4,3,0.625,5,"[0.625, 0.25, 0.0, 0.625, 0.5]",0.625,0.5,0.625,0.0,-0.125,4,0,4,0,0,0,True,False,,,
5,0,8,opd,opd_xml,8367,False,1.0,0.4375,validated_low_score,False,False,2,4,2,0.4375,5,"[0.0, 0.125, 0.4375, 0.375, 0.375]",0.0,0.375,0.4375,0.4375,0.375,4,0,4,4,4,0,True,False,,,
5,0,0,deepseek_math_v2,deepseek_markdown,5528,False,1.0,0.4375,validated_low_score,False,False,3,4,0,0.4375,5,"[0.4375, 0.0, 0.0, 0.0, 0.0]",0.4375,0.0,0.4375,0.0,-0.4375,4,0,4,1,1,0,True,False,,,
5,1,15,opd,opd_xml,6316,False,1.0,1.0,strict_pass,True,True,4,4,0,1.0,1,[1.0],1.0,1.0,1.0,0.0,0.0,0,0,,0,0,0,True,True,1,1,0.1875
5,1,11,opd,opd_xml,4441,False,1.0,0.125,validated_low_score,False,False,2,4,0,0.125,1,[0.125],0.125,0.125,0.125,0.0,0.0,1,0,,0,0,0,True,False,,,
5,1,29,opd,opd_xml,3855,False,1.0,0.0625,validated_low_score,False,False,3,4,0,0.0625,1,[0.0625],0.0625,0.0625,0.0625,0.0,0.0,1,0,,0,0,0,True,False,,,
5,1,33,opd,opd_xml,3973,False,1.0,0.125,validated_low_score,False,False,2,4,0,0.125,1,[0.125],0.125,0.125,0.125,0.0,0.0,1,0,,0,0,0,True,False,,,
5,1,25,opd,opd_xml,13967,False,1.0,0.0625,validated_low_score,False,False,2,4,1,0.0625,2,"[0.0625, 0.0625]",0.0625,0.0625,0.0625,0.0,0.0,2,0,,0,0,0,True,False,,,
5,1,31,opd,opd_xml,6873,False,1.0,0.75,weighted_score_pass,False,True,2,4,3,0.75,4,"[0.25, 0.4375, 0.375, 0.75]",0.25,0.75,0.75,0.5,0.5,3,0,,1,1,0,True,False,,,
5,1,17,opd,opd_xml,10323,False,1.0,0.3125,validated_low_score,False,False,3,4,1,0.3125,3,"[0.1875, 0.3125, 0.1875]",0.1875,0.1875,0.3125,0.125,0.0,2,0,2,0,0,0,True,False,,,
5,1,35,opd,opd_xml,4535,False,1.0,0.875,weighted_score_pass,False,True,3,4,4,0.875,5,"[0.125, 0.625, 0.125, 0.625, 0.875]",0.125,0.875,0.875,0.75,0.75,4,0,,0,0,0,True,False,,,
5,1,19,opd,opd_xml,7137,False,1.0,0.75,weighted_score_pass,False,False,3,4,4,0.75,5,"[0.25, 0.375, 0.625, 0.625, 0.75]",0.25,0.75,0.75,0.5,0.5,4,0,,0,0,0,True,False,,,
5,1,23,opd,opd_xml,5182,False,1.0,0.625,weighted_score_pass,False,False,4,4,0,0.625,5,"[0.625, 0.125, 0.125, 0.0, 0.0]",0.625,0.0,0.625,0.0,-0.625,4,0,4,1,1,0,True,False,,,
5,1,7,opd,opd_xml,5227,False,1.0,0.75,weighted_score_pass,False,False,3,4,1,0.75,5,"[0.0, 0.75, 0.375, 0.25, 0.25]",0.0,0.25,0.75,0.75,0.25,4,0,4,0,0,0,True,False,,,
5,1,27,opd,opd_xml,8224,False,1.0,0.5625,weighted_score_pass,False,False,3,4,1,0.5625,5,"[0.5, 0.5625, 0.5, 0.125, 0.25]",0.5,0.25,0.5625,0.0625,-0.25,4,0,4,1,1,0,True,False,,,
5,1,13,opd,opd_xml,10237,False,1.0,0.3125,validated_low_score,False,False,2,4,4,0.3125,5,"[0.0, 0.0, 0.25, 0.25, 0.3125]",0.0,0.3125,0.3125,0.3125,0.3125,4,0,,1,1,0,True,False,,,
5,1,21,opd,opd_xml,4867,False,1.0,0.375,validated_low_score,False,False,2,4,2,0.375,5,"[0.125, 0.125, 0.375, 0.125, 0.125]",0.125,0.125,0.375,0.25,0.0,4,0,4,0,0,0,True,False,,,
6,0,14,opd,opd_xml,3614,False,1.0,0.0,validated_low_score,False,False,3,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,2,2,0,True,False,,,
6,0,34,opd,opd_xml,4848,False,1.0,0.75,weighted_score_pass,False,True,2,4,0,0.75,1,[0.75],0.75,0.75,0.75,0.0,0.0,0,0,,0,0,0,True,False,,,
6,0,16,opd,opd_xml,3947,False,1.0,0.6875,weighted_score_pass,False,False,3,4,0,0.6875,2,"[0.6875, 0.5]",0.6875,0.5,0.6875,0.0,-0.1875,1,0,1,1,1,0,True,False,,,
6,0,8,opd,opd_xml,4842,False,1.0,1.0,strict_pass,True,True,4,4,2,1.0,3,"[0.125, 0.1875, 1.0]",0.125,1.0,1.0,0.875,0.875,2,0,,0,0,0,True,True,1,5,1.0
6,0,22,opd,opd_xml,7305,False,1.0,0.0,validated_low_score,False,False,4,4,1,0.0,2,"[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,2,0,,0,0,0,True,False,,,
6,0,18,opd,opd_xml,3370,False,1.0,0.625,weighted_score_pass,False,False,3,4,0,0.625,2,"[0.625, 0.0]",0.625,0.0,0.625,0.0,-0.625,2,0,1,1,1,0,True,False,,,
6,0,30,opd,opd_xml,5729,False,1.0,0.0,validated_low_score,False,False,3,4,1,0.0,2,"[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,2,0,,1,1,0,True,False,,,
6,0,10,opd,opd_xml,3350,False,1.0,0.0,validated_low_score,False,False,3,4,1,0.0,2,"[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,2,0,,1,1,0,True,False,,,
6,0,24,opd,opd_xml,3487,False,0.5,0.0,validated_low_score,False,False,4,4,1,0.0,2,"[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,2,0,,4,4,0,True,False,,,
6,0,12,opd,opd_xml,5388,False,1.0,1.0,strict_pass,True,True,4,4,3,1.0,4,"[0.25, 0.0, 0.0, 1.0]",0.25,1.0,1.0,0.75,0.75,3,0,,1,1,0,True,False,,,
6,0,28,opd,opd_xml,4218,False,1.0,0.875,weighted_score_pass,False,True,3,4,4,0.875,5,"[0.75, 0.5, 0.5, 0.0, 0.875]",0.75,0.875,0.875,0.125,0.125,4,0,,1,1,0,True,False,,,
6,0,32,opd,opd_xml,3835,False,1.0,0.75,weighted_score_pass,False,False,4,4,4,0.75,5,"[0.0, 0.25, 0.25, 0.0, 0.75]",0.0,0.75,0.75,0.75,0.75,4,0,,1,1,0,True,False,,,
6,0,26,opd,opd_xml,3755,False,1.0,0.75,weighted_score_pass,False,False,4,4,0,0.75,5,"[0.75, 0.0, 0.375, 0.125, 0.0]",0.75,0.0,0.75,0.0,-0.75,4,0,4,0,0,0,True,False,,,
6,0,20,opd,opd_xml,3109,False,1.0,0.0,validated_low_score,False,False,4,4,4,0.0,5,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,4,0,,1,1,0,True,False,,,
6,1,23,opd,opd_xml,3552,False,1.0,1.0,strict_pass,True,True,4,4,0,1.0,1,[1.0],1.0,1.0,1.0,0.0,0.0,0,0,,0,0,0,True,False,,,
6,1,17,opd,opd_xml,4904,False,1.0,0.625,weighted_score_pass,False,False,2,4,0,0.625,1,[0.625],0.625,0.625,0.625,0.0,0.0,0,0,,0,0,0,True,False,,,
6,1,19,opd,opd_xml,1961,False,0.5,0.0,validated_low_score,False,False,4,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,1,1,0,True,False,,,
6,1,7,opd,opd_xml,4178,False,1.0,0.875,weighted_score_pass,False,True,3,4,0,0.875,1,[0.875],0.875,0.875,0.875,0.0,0.0,0,0,,1,1,0,True,False,,,
6,1,25,opd,opd_xml,9159,False,0.5,0.0,validated_low_score,False,False,3,4,0,0.0,1,[0.0],0.0,0.0,0.0,0.0,0.0,1,0,,1,1,0,True,False,,,
6,1,13,opd,opd_xml,4605,False,1.0,1.0,strict_pass,True,True,4,4,1,1.0,2,"[0.375, 1.0]",0.375,1.0,1.0,0.625,0.625,1,0,,0,0,0,True,False,,,
6,1,15,opd,opd_xml,4215,False,1.0,1.0,strict_pass,True,True,4,4,1,1.0,2,"[0.625, 1.0]",0.625,1.0,1.0,0.375,0.375,1,0,,0,0,0,True,False,,,
6,1,33,opd,opd_xml,4726,False,1.0,0.0,validated_low_score,False,False,4,4,1,0.0,2,"[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,2,0,,0,0,0,True,False,,,
6,1,27,opd,opd_xml,4381,False,1.0,0.75,weighted_score_pass,False,False,3,4,1,0.75,2,"[0.125, 0.75]",0.125,0.75,0.75,0.625,0.625,1,0,,2,2,0,True,False,,,
6,1,31,opd,opd_xml,4294,False,1.0,0.75,weighted_score_pass,False,False,4,4,0,0.75,3,"[0.75, 0.375, 0.125]",0.75,0.125,0.75,0.0,-0.625,3,0,2,1,1,0,True,False,,,
6,1,9,opd,opd_xml,4717,False,1.0,0.5,weighted_score_low,False,True,2,4,2,0.5,3,"[0.125, 0.0, 0.5]",0.125,0.5,0.5,0.375,0.375,2,0,,3,3,0,True,False,,,
6,1,21,opd,opd_xml,4148,False,1.0,0.75,weighted_score_pass,False,True,2,4,3,0.75,4,"[0.0, 0.25, 0.0, 0.75]",0.0,0.75,0.75,0.75,0.75,3,0,,0,0,0,True,False,,,
6,1,11,opd,opd_xml,3853,False,1.0,0.75,weighted_score_pass,False,False,4,4,0,0.75,5,"[0.75, 0.125, 0.0, 0.125, 0.0]",0.75,0.0,0.75,0.0,-0.75,4,0,4,1,1,0,True,False,,,
6,1,35,opd,opd_xml,3834,False,1.0,0.625,weighted_score_pass,False,False,4,4,4,0.625,5,"[0.0, 0.25, 0.0, 0.0, 0.625]",0.0,0.625,0.625,0.625,0.625,4,0,,0,0,0,True,False,,,
